"YearEnd","Country","HBT","DepartmentType","Age","AgeQF","Sex","SexQF","Deprivation","DeprivationQF","OneAttendance","TwoAttendances","ThreeAttendances","FourAttendances","FivePlusAttendances"
"202604","S92000003","S08000030","Type 1","40-64","","Male","","5","",1050,128,29,12,7
"202604","S92000003","S08000030","Type 1","40-64","","Male","","",":",322,26,10,3,4
"202604","S92000003","S08000030","Type 1","65-74","","Male","","1","",408,88,23,13,8
"202604","S92000003","S08000030","Type 1","65-74","","Male","","2","",370,63,20,7,8
"202604","S92000003","S08000030","Type 1","65-74","","Male","","3","",642,96,30,9,2
"202604","S92000003","S08000030","Type 1","65-74","","Male","","4","",816,107,27,7,2
"202604","S92000003","S08000030","Type 1","65-74","","Male","","5","",506,77,18,3,5
"202604","S92000003","S08000030","Type 1","65-74","","Male","","",":",113,4,0,2,1
"202604","S92000003","S08000030","Type 1","75 plus","","Male","","1","",339,71,23,5,5
"202604","S92000003","S08000030","Type 1","75 plus","","Male","","2","",399,70,16,8,6
"202604","S92000003","S08000030","Type 1","75 plus","","Male","","3","",807,175,40,7,6
"202604","S92000003","S08000030","Type 1","75 plus","","Male","","4","",1026,203,48,15,6
"202604","S92000003","S08000030","Type 1","75 plus","","Male","","5","",786,136,31,9,5
"202604","S92000003","S08000030","Type 1","75 plus","","Male","","",":",82,6,2,0,0
"202604","S92000003","S08000030","Type 1","Under 18","","Male","","1","",1336,307,83,19,20
"202604","S92000003","S08000030","Type 1","Under 18","","Male","","2","",938,206,45,13,8
"202604","S92000003","S08000030","Type 1","Under 18","","Male","","3","",1120,202,52,13,6
"202604","S92000003","S08000030","Type 1","Under 18","","Male","","4","",1520,278,71,23,4
"202604","S92000003","S08000030","Type 1","Under 18","","Male","","5","",1004,170,36,8,4
"202604","S92000003","S08000030","Type 1","Under 18","","Male","","",":",415,68,22,7,1
"202604","S92000003","S08000030","Type 1","",":","",":","",":",0,0,0,1,0
"202604","S92000003","S08000030","Type 3","18-24","","Female","","1","",26,5,2,0,0
"202604","S92000003","S08000030","Type 3","18-24","","Female","","2","",40,4,0,0,0
"202604","S92000003","S08000030","Type 3","18-24","","Female","","3","",57,13,0,1,0
"202604","S92000003","S08000030","Type 3","18-24","","Female","","4","",44,2,0,0,0
"202604","S92000003","S08000030","Type 3","18-24","","Female","","5","",33,1,0,0,0
"202604","S92000003","S08000030","Type 3","18-24","","Female","","",":",4,0,1,0,0
"202604","S92000003","S08000030","Type 3","25-39","","Female","","1","",51,6,2,2,1
"202604","S92000003","S08000030","Type 3","25-39","","Female","","2","",129,18,3,0,0
"202604","S92000003","S08000030","Type 3","25-39","","Female","","3","",137,25,3,0,0
"202604","S92000003","S08000030","Type 3","25-39","","Female","","4","",86,9,2,0,0
"202604","S92000003","S08000030","Type 3","25-39","","Female","","5","",52,5,1,0,1
"202604","S92000003","S08000030","Type 3","25-39","","Female","","",":",26,5,0,0,0
"202604","S92000003","S08000030","Type 3","40-64","","Female","","1","",90,11,3,0,0
"202604","S92000003","S08000030","Type 3","40-64","","Female","","2","",171,19,2,0,0
"202604","S92000003","S08000030","Type 3","40-64","","Female","","3","",285,50,6,2,0
"202604","S92000003","S08000030","Type 3","40-64","","Female","","4","",199,22,3,0,0
"202604","S92000003","S08000030","Type 3","40-64","","Female","","5","",120,14,5,1,0
"202604","S92000003","S08000030","Type 3","40-64","","Female","","",":",29,4,1,0,0
"202604","S92000003","S08000030","Type 3","65-74","","Female","","1","",26,3,1,1,0
"202604","S92000003","S08000030","Type 3","65-74","","Female","","2","",55,10,1,0,0
"202604","S92000003","S08000030","Type 3","65-74","","Female","","3","",112,11,4,0,0
"202604","S92000003","S08000030","Type 3","65-74","","Female","","4","",84,3,5,0,0
"202604","S92000003","S08000030","Type 3","65-74","","Female","","5","",58,5,3,0,0
"202604","S92000003","S08000030","Type 3","65-74","","Female","","",":",4,2,0,0,0
"202604","S92000003","S08000030","Type 3","75 plus","","Female","","1","",25,4,0,0,0
"202604","S92000003","S08000030","Type 3","75 plus","","Female","","2","",78,11,1,0,0
"202604","S92000003","S08000030","Type 3","75 plus","","Female","","3","",138,28,5,0,1
"202604","S92000003","S08000030","Type 3","75 plus","","Female","","4","",129,18,1,1,0
"202604","S92000003","S08000030","Type 3","75 plus","","Female","","5","",76,4,0,0,0
"202604","S92000003","S08000030","Type 3","75 plus","","Female","","",":",3,0,0,0,0
"202604","S92000003","S08000030","Type 3","Under 18","","Female","","1","",82,15,3,0,0
"202604","S92000003","S08000030","Type 3","Under 18","","Female","","2","",133,35,4,0,0
"202604","S92000003","S08000030","Type 3","Under 18","","Female","","3","",220,27,6,3,0
"202604","S92000003","S08000030","Type 3","Under 18","","Female","","4","",138,21,3,0,0
"202604","S92000003","S08000030","Type 3","Under 18","","Female","","5","",96,11,4,0,0
"202604","S92000003","S08000030","Type 3","Under 18","","Female","","",":",16,3,0,0,0
"202604","S92000003","S08000030","Type 3","18-24","","Male","","1","",31,9,1,0,0
"202604","S92000003","S08000030","Type 3","18-24","","Male","","2","",55,6,3,0,0
"202604","S92000003","S08000030","Type 3","18-24","","Male","","3","",82,18,0,0,0
"202604","S92000003","S08000030","Type 3","18-24","","Male","","4","",47,10,1,0,0
"202604","S92000003","S08000030","Type 3","18-24","","Male","","5","",39,6,1,0,0
"202604","S92000003","S08000030","Type 3","18-24","","Male","","",":",10,2,0,0,0
"202604","S92000003","S08000030","Type 3","25-39","","Male","","1","",59,6,1,0,0
"202604","S92000003","S08000030","Type 3","25-39","","Male","","2","",134,20,1,0,0
"202604","S92000003","S08000030","Type 3","25-39","","Male","","3","",150,27,2,0,0
"202604","S92000003","S08000030","Type 3","25-39","","Male","","4","",103,8,4,0,0
"202604","S92000003","S08000030","Type 3","25-39","","Male","","5","",61,6,1,0,0
"202604","S92000003","S08000030","Type 3","25-39","","Male","","",":",12,0,0,0,0
"202604","S92000003","S08000030","Type 3","40-64","","Male","","1","",87,14,4,0,2
"202604","S92000003","S08000030","Type 3","40-64","","Male","","2","",170,19,0,0,0
"202604","S92000003","S08000030","Type 3","40-64","","Male","","3","",260,35,7,1,1
"202604","S92000003","S08000030","Type 3","40-64","","Male","","4","",168,20,4,0,0
"202604","S92000003","S08000030","Type 3","40-64","","Male","","5","",116,8,0,0,0
"202604","S92000003","S08000030","Type 3","40-64","","Male","","",":",16,3,0,0,0
"202604","S92000003","S08000030","Type 3","65-74","","Male","","1","",17,4,1,0,0
"202604","S92000003","S08000030","Type 3","65-74","","Male","","2","",45,4,0,0,0
"202604","S92000003","S08000030","Type 3","65-74","","Male","","3","",89,11,2,0,1
"202604","S92000003","S08000030","Type 3","65-74","","Male","","4","",55,5,0,0,0
"202604","S92000003","S08000030","Type 3","65-74","","Male","","5","",45,2,0,0,0
"202604","S92000003","S08000030","Type 3","65-74","","Male","","",":",8,0,1,0,0
"202604","S92000003","S08000030","Type 3","75 plus","","Male","","1","",19,4,1,0,0
"202604","S92000003","S08000030","Type 3","75 plus","","Male","","2","",62,9,2,1,0
"202604","S92000003","S08000030","Type 3","75 plus","","Male","","3","",112,24,2,0,0
"202604","S92000003","S08000030","Type 3","75 plus","","Male","","4","",110,19,2,1,0
"202604","S92000003","S08000030","Type 3","75 plus","","Male","","5","",65,13,1,1,0
"202604","S92000003","S08000030","Type 3","75 plus","","Male","","",":",2,0,0,0,0
"202604","S92000003","S08000030","Type 3","Under 18","","Male","","1","",98,18,5,0,0
"202604","S92000003","S08000030","Type 3","Under 18","","Male","","2","",181,15,3,3,0
"202604","S92000003","S08000030","Type 3","Under 18","","Male","","3","",277,49,8,2,2
"202604","S92000003","S08000030","Type 3","Under 18","","Male","","4","",172,25,4,0,1
"202604","S92000003","S08000030","Type 3","Under 18","","Male","","5","",142,13,6,1,0
"202604","S92000003","S08000030","Type 3","Under 18","","Male","","",":",28,3,1,0,0
"202604","S92000003","S08000030","Type 3","",":","",":","",":",0,0,0,0,0
"202604","S92000003","S08000031","Type 1","18-24","","Female","","1","",3160,875,264,107,128
"202604","S92000003","S08000031","Type 1","18-24","","Female","","2","",1518,329,86,33,50
"202604","S92000003","S08000031","Type 1","18-24","","Female","","3","",1219,245,53,26,29
"202604","S92000003","S08000031","Type 1","18-24","","Female","","4","",1088,197,45,10,15
"202604","S92000003","S08000031","Type 1","18-24","","Female","","5","",1126,154,39,10,5
"202604","S92000003","S08000031","Type 1","18-24","","Female","","",":",358,65,11,1,3
"202604","S92000003","S08000031","Type 1","25-39","","Female","","1","",7805,1900,637,197,275
"202604","S92000003","S08000031","Type 1","25-39","","Female","","2","",3247,612,186,66,63
"202604","S92000003","S08000031","Type 1","25-39","","Female","","3","",2274,429,106,39,47
"202604","S92000003","S08000031","Type 1","25-39","","Female","","4","",1956,302,80,26,24
"202604","S92000003","S08000031","Type 1","25-39","","Female","","5","",1821,261,59,22,19
"202604","S92000003","S08000031","Type 1","25-39","","Female","","",":",972,151,41,8,19
"202604","S92000003","S08000031","Type 1","40-64","","Female","","1","",9691,2236,679,263,367
"202604","S92000003","S08000031","Type 1","40-64","","Female","","2","",4170,790,206,92,90
"202604","S92000003","S08000031","Type 1","40-64","","Female","","3","",2977,526,139,60,48
"202604","S92000003","S08000031","Type 1","40-64","","Female","","4","",2782,438,100,37,25
"202604","S92000003","S08000031","Type 1","40-64","","Female","","5","",3057,442,78,27,22
"202604","S92000003","S08000031","Type 1","40-64","","Female","","",":",719,136,22,13,17
"202604","S92000003","S08000031","Type 1","65-74","","Female","","1","",3125,754,222,103,74
"202604","S92000003","S08000031","Type 1","65-74","","Female","","2","",1566,329,119,29,29
"202604","S92000003","S08000031","Type 1","65-74","","Female","","3","",1233,225,65,20,23
"202604","S92000003","S08000031","Type 1","65-74","","Female","","4","",1197,233,64,23,17
"202604","S92000003","S08000031","Type 1","65-74","","Female","","5","",1415,238,60,13,11
"202604","S92000003","S08000031","Type 1","65-74","","Female","","",":",228,24,6,3,0
"202604","S92000003","S08000031","Type 1","75 plus","","Female","","1","",3561,1076,392,135,107
"202604","S92000003","S08000031","Type 1","75 plus","","Female","","2","",2149,545,177,58,36
"202604","S92000003","S08000031","Type 1","75 plus","","Female","","3","",1809,453,158,47,17
"202604","S92000003","S08000031","Type 1","75 plus","","Female","","4","",1934,454,148,37,38
"202604","S92000003","S08000031","Type 1","75 plus","","Female","","5","",2483,583,166,47,31
"202604","S92000003","S08000031","Type 1","75 plus","","Female","","",":",202,32,5,5,3
"202604","S92000003","S08000031","Type 1","Under 18","","Female","","1","",7683,2156,800,293,282
"202604","S92000003","S08000031","Type 1","Under 18","","Female","","2","",3226,832,293,127,104
"202604","S92000003","S08000031","Type 1","Under 18","","Female","","3","",2196,555,175,78,74
"202604","S92000003","S08000031","Type 1","Under 18","","Female","","4","",2386,566,179,66,60
"202604","S92000003","S08000031","Type 1","Under 18","","Female","","5","",2783,622,174,53,51
"202604","S92000003","S08000031","Type 1","Under 18","","Female","","",":",1138,302,89,41,30
"202604","S92000003","S08000031","Type 1","18-24","","Male","","1","",3104,675,204,63,58
"202604","S92000003","S08000031","Type 1","18-24","","Male","","2","",1361,275,70,23,18
"202604","S92000003","S08000031","Type 1","18-24","","Male","","3","",1162,208,57,9,12
"202604","S92000003","S08000031","Type 1","18-24","","Male","","4","",943,186,30,11,8
"202604","S92000003","S08000031","Type 1","18-24","","Male","","5","",1164,165,30,10,5
"202604","S92000003","S08000031","Type 1","18-24","","Male","","",":",307,42,15,3,1
"202604","S92000003","S08000031","Type 1","25-39","","Male","","1","",7635,1750,548,209,292
"202604","S92000003","S08000031","Type 1","25-39","","Male","","2","",3224,612,150,45,96
"202604","S92000003","S08000031","Type 1","25-39","","Male","","3","",2314,419,103,32,45
"202604","S92000003","S08000031","Type 1","25-39","","Male","","4","",1892,306,67,24,33
"202604","S92000003","S08000031","Type 1","25-39","","Male","","5","",1713,235,48,17,16
"202604","S92000003","S08000031","Type 1","25-39","","Male","","",":",765,135,20,10,11
"202604","S92000003","S08000031","Type 1","40-64","","Male","","1","",9760,2299,718,346,458
"202604","S92000003","S08000031","Type 1","40-64","","Male","","2","",4172,854,228,82,110
"202604","S92000003","S08000031","Type 1","40-64","","Male","","3","",2999,533,149,50,74
"202604","S92000003","S08000031","Type 1","40-64","","Male","","4","",2712,412,98,39,41
"202604","S92000003","S08000031","Type 1","40-64","","Male","","5","",2898,401,90,38,24
"202604","S92000003","S08000031","Type 1","40-64","","Male","","",":",714,118,22,12,10
"202604","S92000003","S08000031","Type 1","65-74","","Male","","1","",3015,753,273,123,91
"202604","S92000003","S08000031","Type 1","65-74","","Male","","2","",1388,302,92,35,33
"202604","S92000003","S08000031","Type 1","65-74","","Male","","3","",1194,239,60,17,16
"202604","S92000003","S08000031","Type 1","65-74","","Male","","4","",1157,203,49,29,18
"202604","S92000003","S08000031","Type 1","65-74","","Male","","5","",1286,221,65,14,15
"202604","S92000003","S08000031","Type 1","65-74","","Male","","",":",201,32,7,3,2
"202604","S92000003","S08000031","Type 1","75 plus","","Male","","1","",2304,738,263,104,112
"202604","S92000003","S08000031","Type 1","75 plus","","Male","","2","",1421,373,130,64,38
"202604","S92000003","S08000031","Type 1","75 plus","","Male","","3","",1253,327,105,34,24
"202604","S92000003","S08000031","Type 1","75 plus","","Male","","4","",1474,354,122,51,35
"202604","S92000003","S08000031","Type 1","75 plus","","Male","","5","",1903,484,146,40,32
"202604","S92000003","S08000031","Type 1","75 plus","","Male","","",":",152,24,4,4,2
"202604","S92000003","S08000031","Type 1","Under 18","","Male","","1","",9125,2653,883,367,346
"202604","S92000003","S08000031","Type 1","Under 18","","Male","","2","",3929,1067,287,138,133
"202604","S92000003","S08000031","Type 1","Under 18","","Male","","3","",2878,710,253,82,61
"202604","S92000003","S08000031","Type 1","Under 18","","Male","","4","",3071,769,236,80,71
"202604","S92000003","S08000031","Type 1","Under 18","","Male","","5","",3575,853,271,86,70
"202604","S92000003","S08000031","Type 1","Under 18","","Male","","",":",1345,411,119,49,41
"202604","S92000003","S08000031","Type 1","",":","",":","",":",0,0,0,0,0
"202604","S92000003","S08000031","Type 3","18-24","","Female","","1","",728,79,13,4,6
"202604","S92000003","S08000031","Type 3","18-24","","Female","","2","",396,40,11,3,1
"202604","S92000003","S08000031","Type 3","18-24","","Female","","3","",284,27,4,1,0
"202604","S92000003","S08000031","Type 3","18-24","","Female","","4","",295,30,2,0,1
"202604","S92000003","S08000031","Type 3","18-24","","Female","","5","",321,26,8,1,0
"202604","S92000003","S08000031","Type 3","18-24","","Female","","",":",67,1,0,0,0
"202604","S92000003","S08000031","Type 3","25-39","","Female","","1","",1749,206,46,8,4
"202604","S92000003","S08000031","Type 3","25-39","","Female","","2","",966,97,21,3,3
"202604","S92000003","S08000031","Type 3","25-39","","Female","","3","",642,70,6,4,2
"202604","S92000003","S08000031","Type 3","25-39","","Female","","4","",649,53,7,1,2
"202604","S92000003","S08000031","Type 3","25-39","","Female","","5","",608,49,6,0,0
"202604","S92000003","S08000031","Type 3","25-39","","Female","","",":",210,17,0,2,0
"202604","S92000003","S08000031","Type 3","40-64","","Female","","1","",2716,348,67,11,5
"202604","S92000003","S08000031","Type 3","40-64","","Female","","2","",1482,187,40,8,7
"202604","S92000003","S08000031","Type 3","40-64","","Female","","3","",1111,119,20,1,3
"202604","S92000003","S08000031","Type 3","40-64","","Female","","4","",1322,138,17,4,3
"202604","S92000003","S08000031","Type 3","40-64","","Female","","5","",1557,140,16,0,1
"202604","S92000003","S08000031","Type 3","40-64","","Female","","",":",227,20,4,0,0
"202604","S92000003","S08000031","Type 3","65-74","","Female","","1","",690,78,17,4,2
"202604","S92000003","S08000031","Type 3","65-74","","Female","","2","",497,64,15,4,4
"202604","S92000003","S08000031","Type 3","65-74","","Female","","3","",407,50,7,1,1
"202604","S92000003","S08000031","Type 3","65-74","","Female","","4","",616,75,9,4,0
"202604","S92000003","S08000031","Type 3","65-74","","Female","","5","",612,68,9,3,0
"202604","S92000003","S08000031","Type 3","65-74","","Female","","",":",78,5,1,0,0
"202604","S92000003","S08000031","Type 3","75 plus","","Female","","1","",615,84,15,5,6
"202604","S92000003","S08000031","Type 3","75 plus","","Female","","2","",496,80,15,7,6
"202604","S92000003","S08000031","Type 3","75 plus","","Female","","3","",404,58,10,6,3
"202604","S92000003","S08000031","Type 3","75 plus","","Female","","4","",615,96,22,9,6
"202604","S92000003","S08000031","Type 3","75 plus","","Female","","5","",768,95,18,5,2
"202604","S92000003","S08000031","Type 3","75 plus","","Female","","",":",54,8,1,1,0
"202604","S92000003","S08000031","Type 3","Under 18","","Female","","1","",1455,202,52,7,3
"202604","S92000003","S08000031","Type 3","Under 18","","Female","","2","",731,95,22,10,2
"202604","S92000003","S08000031","Type 3","Under 18","","Female","","3","",505,59,5,0,2
"202604","S92000003","S08000031","Type 3","Under 18","","Female","","4","",637,66,6,4,0
"202604","S92000003","S08000031","Type 3","Under 18","","Female","","5","",854,92,12,2,0
"202604","S92000003","S08000031","Type 3","Under 18","","Female","","",":",163,22,1,2,1
"202604","S92000003","S08000031","Type 3","18-24","","Male","","1","",855,115,32,4,1
"202604","S92000003","S08000031","Type 3","18-24","","Male","","2","",419,42,11,2,3
"202604","S92000003","S08000031","Type 3","18-24","","Male","","3","",323,37,8,1,2
"202604","S92000003","S08000031","Type 3","18-24","","Male","","4","",373,33,4,1,1
"202604","S92000003","S08000031","Type 3","18-24","","Male","","5","",464,63,6,1,0
"202604","S92000003","S08000031","Type 3","18-24","","Male","","",":",62,6,1,0,0
"202604","S92000003","S08000031","Type 3","25-39","","Male","","1","",1998,228,41,5,7
"202604","S92000003","S08000031","Type 3","25-39","","Male","","2","",1076,130,15,5,3
"202604","S92000003","S08000031","Type 3","25-39","","Male","","3","",733,88,2,2,2
"202604","S92000003","S08000031","Type 3","25-39","","Male","","4","",763,71,12,4,1
"202604","S92000003","S08000031","Type 3","25-39","","Male","","5","",768,52,13,1,0
"202604","S92000003","S08000031","Type 3","25-39","","Male","","",":",216,13,2,0,0
"202604","S92000003","S08000031","Type 3","40-64","","Male","","1","",2346,290,38,12,5
"202604","S92000003","S08000031","Type 3","40-64","","Male","","2","",1345,160,35,5,7
"202604","S92000003","S08000031","Type 3","40-64","","Male","","3","",999,119,16,1,2
"202604","S92000003","S08000031","Type 3","40-64","","Male","","4","",1119,111,19,2,1
"202604","S92000003","S08000031","Type 3","40-64","","Male","","5","",1269,127,10,5,1
"202604","S92000003","S08000031","Type 3","40-64","","Male","","",":",177,9,3,0,0
"202604","S92000003","S08000031","Type 3","65-74","","Male","","1","",579,62,17,2,2
"202604","S92000003","S08000031","Type 3","65-74","","Male","","2","",424,57,10,2,5
"202604","S92000003","S08000031","Type 3","65-74","","Male","","3","",314,42,7,1,2
"202604","S92000003","S08000031","Type 3","65-74","","Male","","4","",426,51,6,4,1
"202604","S92000003","S08000031","Type 3","65-74","","Male","","5","",469,70,6,0,2
"202604","S92000003","S08000031","Type 3","65-74","","Male","","",":",52,4,1,1,0
"202604","S92000003","S08000031","Type 3","75 plus","","Male","","1","",382,57,7,2,3
"202604","S92000003","S08000031","Type 3","75 plus","","Male","","2","",311,59,12,4,3
"202604","S92000003","S08000031","Type 3","75 plus","","Male","","3","",268,45,11,3,1
"202604","S92000003","S08000031","Type 3","75 plus","","Male","","4","",447,76,16,5,5
"202604","S92000003","S08000031","Type 3","75 plus","","Male","","5","",492,83,11,3,0
"202604","S92000003","S08000031","Type 3","75 plus","","Male","","",":",26,2,0,0,0
"202604","S92000003","S08000031","Type 3","Under 18","","Male","","1","",1873,260,41,10,0
"202604","S92000003","S08000031","Type 3","Under 18","","Male","","2","",923,138,34,5,2
"202604","S92000003","S08000031","Type 3","Under 18","","Male","","3","",688,85,12,3,1
"202604","S92000003","S08000031","Type 3","Under 18","","Male","","4","",901,120,20,3,2
"202604","S92000003","S08000031","Type 3","Under 18","","Male","","5","",1235,166,32,10,2
"202604","S92000003","S08000031","Type 3","Under 18","","Male","","",":",224,31,4,2,0
"202604","S92000003","S08000031","Type 3","",":","",":","",":",0,0,0,0,0
"202604","S92000003","S08000032","Type 1","18-24","","Female","","1","",1091,305,105,49,50
"202604","S92000003","S08000032","Type 1","18-24","","Female","","2","",961,226,61,22,46
"202604","S92000003","S08000032","Type 1","18-24","","Female","","3","",643,139,43,22,17
"202604","S92000003","S08000032","Type 1","18-24","","Female","","4","",495,98,32,7,9
"202604","S92000003","S08000032","Type 1","18-24","","Female","","5","",350,64,19,5,3
"202604","S92000003","S08000032","Type 1","18-24","","Female","","",":",76,17,4,1,3
"202604","S92000003","S08000032","Type 1","25-39","","Female","","1","",2836,757,248,112,122
"202604","S92000003","S08000032","Type 1","25-39","","Female","","2","",2416,615,193,64,86
"202604","S92000003","S08000032","Type 1","25-39","","Female","","3","",1596,362,121,39,42
"202604","S92000003","S08000032","Type 1","25-39","","Female","","4","",1098,226,56,24,24
"202604","S92000003","S08000032","Type 1","25-39","","Female","","5","",578,111,33,10,13
"202604","S92000003","S08000032","Type 1","25-39","","Female","","",":",504,117,31,13,11
"202604","S92000003","S08000032","Type 1","40-64","","Female","","1","",4248,1115,396,142,175
"202604","S92000003","S08000032","Type 1","40-64","","Female","","2","",4215,1106,312,143,133
"202604","S92000003","S08000032","Type 1","40-64","","Female","","3","",2787,671,187,83,74
"202604","S92000003","S08000032","Type 1","40-64","","Female","","4","",2230,497,122,38,53
"202604","S92000003","S08000032","Type 1","40-64","","Female","","5","",1515,273,66,16,20
"202604","S92000003","S08000032","Type 1","40-64","","Female","","",":",326,98,25,12,17
"202604","S92000003","S08000032","Type 1","65-74","","Female","","1","",1455,382,156,68,70
"202604","S92000003","S08000032","Type 1","65-74","","Female","","2","",1681,467,157,65,57
"202604","S92000003","S08000032","Type 1","65-74","","Female","","3","",1098,304,111,36,42
"202604","S92000003","S08000032","Type 1","65-74","","Female","","4","",901,206,64,28,26
"202604","S92000003","S08000032","Type 1","65-74","","Female","","5","",779,163,42,12,12
"202604","S92000003","S08000032","Type 1","65-74","","Female","","",":",82,19,9,3,2
"202604","S92000003","S08000032","Type 1","75 plus","","Female","","1","",1620,571,205,85,78
"202604","S92000003","S08000032","Type 1","75 plus","","Female","","2","",2080,757,286,123,113
"202604","S92000003","S08000032","Type 1","75 plus","","Female","","3","",1472,496,180,68,56
"202604","S92000003","S08000032","Type 1","75 plus","","Female","","4","",1058,338,111,54,38
"202604","S92000003","S08000032","Type 1","75 plus","","Female","","5","",897,234,98,39,35
"202604","S92000003","S08000032","Type 1","75 plus","","Female","","",":",35,14,5,1,1
"202604","S92000003","S08000032","Type 1","Under 18","","Female","","1","",2351,541,159,46,33
"202604","S92000003","S08000032","Type 1","Under 18","","Female","","2","",2074,484,108,27,29
"202604","S92000003","S08000032","Type 1","Under 18","","Female","","3","",1466,297,76,23,10
"202604","S92000003","S08000032","Type 1","Under 18","","Female","","4","",1233,202,39,16,10
"202604","S92000003","S08000032","Type 1","Under 18","","Female","","5","",753,121,29,6,4
"202604","S92000003","S08000032","Type 1","Under 18","","Female","","",":",475,97,20,10,5
"202604","S92000003","S08000032","Type 1","18-24","","Male","","1","",1056,273,74,24,23
"202604","S92000003","S08000032","Type 1","18-24","","Male","","2","",936,217,54,15,17
"202604","S92000003","S08000032","Type 1","18-24","","Male","","3","",653,127,32,10,10
"202604","S92000003","S08000032","Type 1","18-24","","Male","","4","",545,105,23,5,9
"202604","S92000003","S08000032","Type 1","18-24","","Male","","5","",383,78,17,3,3
"202604","S92000003","S08000032","Type 1","18-24","","Male","","",":",70,18,1,1,4
"202604","S92000003","S08000032","Type 1","25-39","","Male","","1","",2849,660,215,86,102
"202604","S92000003","S08000032","Type 1","25-39","","Male","","2","",2428,555,140,47,63
"202604","S92000003","S08000032","Type 1","25-39","","Male","","3","",1482,276,82,25,24
"202604","S92000003","S08000032","Type 1","25-39","","Male","","4","",1081,186,50,11,7
"202604","S92000003","S08000032","Type 1","25-39","","Male","","5","",715,100,26,7,6
"202604","S92000003","S08000032","Type 1","25-39","","Male","","",":",318,53,13,5,5
"202604","S92000003","S08000032","Type 1","40-64","","Male","","1","",4185,1050,387,151,221
"202604","S92000003","S08000032","Type 1","40-64","","Male","","2","",3757,918,318,116,138
"202604","S92000003","S08000032","Type 1","40-64","","Male","","3","",2546,554,170,38,70
"202604","S92000003","S08000032","Type 1","40-64","","Male","","4","",2106,408,120,40,38
"202604","S92000003","S08000032","Type 1","40-64","","Male","","5","",1398,230,67,23,20
"202604","S92000003","S08000032","Type 1","40-64","","Male","","",":",323,59,20,7,11
"202604","S92000003","S08000032","Type 1","65-74","","Male","","1","",1253,395,132,64,67
"202604","S92000003","S08000032","Type 1","65-74","","Male","","2","",1444,388,134,55,75
"202604","S92000003","S08000032","Type 1","65-74","","Male","","3","",931,266,81,29,43
"202604","S92000003","S08000032","Type 1","65-74","","Male","","4","",863,225,80,26,22
"202604","S92000003","S08000032","Type 1","65-74","","Male","","5","",612,135,36,18,18
"202604","S92000003","S08000032","Type 1","65-74","","Male","","",":",61,13,7,3,2
"202604","S92000003","S08000032","Type 1","75 plus","","Male","","1","",1145,406,155,72,86
"202604","S92000003","S08000032","Type 1","75 plus","","Male","","2","",1459,515,215,102,80
"202604","S92000003","S08000032","Type 1","75 plus","","Male","","3","",960,337,148,58,67
"202604","S92000003","S08000032","Type 1","75 plus","","Male","","4","",765,307,98,56,35
"202604","S92000003","S08000032","Type 1","75 plus","","Male","","5","",720,222,104,45,30
"202604","S92000003","S08000032","Type 1","75 plus","","Male","","",":",22,6,7,1,3
"202604","S92000003","S08000032","Type 1","Under 18","","Male","","1","",2774,630,131,56,24
"202604","S92000003","S08000032","Type 1","Under 18","","Male","","2","",2542,555,133,38,18
"202604","S92000003","S08000032","Type 1","Under 18","","Male","","3","",1774,376,81,21,9
"202604","S92000003","S08000032","Type 1","Under 18","","Male","","4","",1483,269,74,19,6
"202604","S92000003","S08000032","Type 1","Under 18","","Male","","5","",950,186,34,5,5
"202604","S92000003","S08000032","Type 1","Under 18","","Male","","",":",597,119,26,2,4
"202604","S92000003","S08000032","Type 1","",":","",":","",":",0,0,0,0,0
